CompanyIN;LegalFormID;LegalFormName;EmployeeLowerBound;ActivityScore;NaceCode;Nace;NaceSectionCode;NaceSection
4616685;161;Ústav;6;86;94996;[94996] Činnosti organizací na ochranu etnických, menšinových skupin;S;[S] Ostatní činnosti
4617134;112;Společnost s r.o.;NULL;9;181;[181] Tisk a činnosti související s tiskem;C;[C] Zpracovatelský průmysl
4617819;112;Společnost s r.o.;1;38;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
8882509;112;Společnost s r.o.;NULL;50;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
8886202;112;Společnost s r.o.;NULL;50;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
8890561;101;Fyz. os. podnikající dle živ. zákona;NULL;50;NULL;NULL;NULL;NULL
8932760;112;Společnost s r.o.;NULL;50;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
8934398;101;Fyz. os. podnikající dle živ. zákona;NULL;50;NULL;NULL;NULL;NULL
8940231;112;Společnost s r.o.;NULL;50;36;[36] Shromažďování, úprava a rozvod vody;E;"[E] Zásobování vodou; činnosti související s odpady a sanacemi"
8972621;112;Společnost s r.o.;1;72;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
8984221;101;Fyz. os. podnikající dle živ. zákona;NULL;60;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
8996202;101;Fyz. os. podnikající dle živ. zákona;NULL;50;NULL;NULL;NULL;NULL
8998493;121;Akciová společnost;NULL;88;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
9062718;706;Spolek;NULL;53;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
9074350;112;Společnost s r.o.;NULL;50;NULL;NULL;NULL;NULL
9078258;112;Společnost s r.o.;NULL;58;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
9112405;112;Společnost s r.o.;NULL;53;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
9116800;112;Společnost s r.o.;NULL;53;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
9118721;424;Zahr.fyzická osoba;NULL;53;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
9149171;101;Fyz. os. podnikající dle živ. zákona;NULL;53;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
10151834;105;Fyz.osoba ost.;1;40;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
25857827;112;Společnost s r.o.;NULL;22;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
25922505;112;Společnost s r.o.;100;99;28290;[28290] Výroba ostatních strojů a zařízení pro všeobecné účely j. n.;C;[C] Zpracovatelský průmysl
25993801;112;Společnost s r.o.;NULL;58;4778;[4778] Ostatní maloobchod s novým zbožím ve specializ. prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26012804;112;Společnost s r.o.;6;55;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26080222;421;Odšt.záv.zahr.práv.os.;100;95;64190;[64190] Ostatní peněžní zprostředkování;K;[K] Peněžnictví a pojišťovnictví
26134268;112;Společnost s r.o.;NULL;38;68202;[68202] Pronájem vlastních, pronajat.nemovitostí s nebyt. prostory;L;[L] Činnosti v oblasti nemovitostí
26157934;112;Společnost s r.o.;NULL;0;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26177854;112;Společnost s r.o.;1;78;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
26178541;111;Veřejná obch.společnost;10000;100;47110;[47110] MO s převahou potravin,nápojů,tabák.výr. v nespec.prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26184338;112;Společnost s r.o.;0;5;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
26190907;112;Společnost s r.o.;1;28;7219;[7219] Ostatní výzkum a vývoj v oblasti přírodních, technických věd;M;[M] Profesní, vědecké a technické činnosti
26202841;141;Obecně prospěšná spol.;20;47;88991;[88991] Sociální služby pro uprchlíky, oběti katastrof;Q;[Q] Zdravotní a sociální péče
29361729;112;Společnost s r.o.;100;93;31010;[31010] Výroba kancelářského nábytku a zařízení obchodů;C;[C] Zpracovatelský průmysl
29363501;112;Společnost s r.o.;NULL;55;682;[682] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
29394104;112;Společnost s r.o.;1;53;43;[43] Specializované stavební činnosti;F;[F] Stavebnictví
29416698;112;Společnost s r.o.;NULL;85;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
40422275;101;Fyz. os. podnikající dle živ. zákona;0;55;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
40765130;112;Společnost s r.o.;20;97;33120;[33120] Opravy strojů;C;[C] Zpracovatelský průmysl
40775275;105;Fyz.osoba ost.;0;28;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
41190262;121;Akciová společnost;25;89;73200;[73200] Průzkum trhu a veřejného mínění;M;[M] Profesní, vědecké a technické činnosti
41194659;112;Společnost s r.o.;5000;100;78200;[78200] Činnosti agentur zprostředkujících práci na přechodnou dobu;N;[N] Administrativní a podpůrné činnosti
41690281;112;Společnost s r.o.;10;91;47781;[47781] Maloobchod s fotografickým a optickým zařízením a potřebami;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
41707699;101;Fyz. os. podnikající dle živ. zákona;0;47;952;[952] Opravy výrobků pro osobní potřebu a převážně pro domácnost;S;[S] Ostatní činnosti
61247111;112;Společnost s r.o.;1;47;46520;[46520] VO s elektronickým a telekomunikačním zařízením a jeho díly;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
61388548;331;Příspěvková organizace;50;86;85322;[85322] Střední odborné vzdělávání na středních odborných školách;P;[P] Vzdělávání
61467464;112;Společnost s r.o.;NULL;34;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
2341328;101;Fyz. os. podnikající dle živ. zákona;NULL;50;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
2370131;112;Společnost s r.o.;NULL;38;7490;[7490] Ostatní profesní, vědecké a technické činnosti j. n.;M;[M] Profesní, vědecké a technické činnosti
2376822;161;Ústav;100;99;8730;[8730] Sociál.péče v domovech pro seniory,osoby se zdrav.postižením;Q;[Q] Zdravotní a sociální péče
2445344;121;Akciová společnost;50;100;41100;[41100] Developerská činnost;F;[F] Stavebnictví
2590301;112;Společnost s r.o.;1;22;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
2591171;101;Fyz. os. podnikající dle živ. zákona;1;28;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
2676435;112;Společnost s r.o.;NULL;8;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
2759331;112;Společnost s r.o.;1;50;32;[32] Ostatní zpracovatelský průmysl;C;[C] Zpracovatelský průmysl
2765390;121;Akciová společnost;10;75;47730;[47730] Maloobchod s farmaceutickými přípravky;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
2773503;112;Společnost s r.o.;1;96;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
2838788;112;Společnost s r.o.;1;58;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
2867702;112;Společnost s r.o.;1;9;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
2883210;112;Společnost s r.o.;1;40;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
2908182;205;Družstvo;NULL;0;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
2936992;932;Evropská společnost;1;56;64200;[64200] Činnosti holdingových společností;K;[K] Peněžnictví a pojišťovnictví
2953595;205;Družstvo;NULL;22;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
2974321;205;Družstvo;NULL;38;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
2975530;112;Společnost s r.o.;1;71;25620;[25620] Obrábění;C;[C] Zpracovatelský průmysl
3024130;112;Společnost s r.o.;500;100;47911;[47911] Maloobchod prostřednictvím internetu;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
3024130;112;Společnost s r.o.;500;100;47911;[47911] Maloobchod prostřednictvím internetu;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
3073866;121;Akciová společnost;NULL;20;64300;[64300] Činnosti trustů, fondů a podobných finančních subjektů;K;[K] Peněžnictví a pojišťovnictví
3096564;205;Družstvo;1;22;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
3110770;101;Fyz. os. podnikající dle živ. zákona;0;56;47;[47] Maloobchod, kromě motorových vozidel;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
3113001;932;Evropská společnost;1;58;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
11247959;105;Fyz.osoba ost.;0;34;90030;[90030] Umělecká tvorba;R;[R] Kulturní, zábavní a rekreační činnosti
12407071;101;Fyz. os. podnikající dle živ. zákona;NULL;20;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
12491403;101;Fyz. os. podnikající dle živ. zákona;NULL;22;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
12610402;101;Fyz. os. podnikající dle živ. zákona;0;55;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
13140990;101;Fyz. os. podnikající dle živ. zákona;0;38;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
25421905;112;Společnost s r.o.;NULL;9;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
25517601;112;Společnost s r.o.;1;28;23130;[23130] Výroba dutého skla;C;[C] Zpracovatelský průmysl
25534220;112;Společnost s r.o.;0;5;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
25573217;112;Společnost s r.o.;NULL;5;46340;[46340] Velkoobchod s nápoji;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25604937;205;Družstvo;1;22;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
25605071;112;Společnost s r.o.;NULL;9;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
25605607;121;Akciová společnost;6;50;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
25605607;121;Akciová společnost;6;50;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
25614606;112;Společnost s r.o.;1;9;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25621149;112;Společnost s r.o.;NULL;22;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
25621483;112;Společnost s r.o.;NULL;79;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
25629646;112;Společnost s r.o.;100;98;46460;[46460] Velkoobchod s farmaceutickými výrobky;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25632086;112;Společnost s r.o.;NULL;8;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25654373;112;Společnost s r.o.;NULL;8;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25675206;112;Společnost s r.o.;NULL;0;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
25680820;112;Společnost s r.o.;NULL;8;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
25680854;112;Společnost s r.o.;10;83;32500;[32500] Výroba lékařských a dentálních nástrojů a potřeb;C;[C] Zpracovatelský průmysl
25681524;112;Společnost s r.o.;1;78;46730;[46730] VO se dřevem, stavebními materiály a sanitárním vybavením;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25700065;121;Akciová společnost;100;98;47710;[47710] Maloobchod s oděvy;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25702548;112;Společnost s r.o.;25;80;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
25711504;112;Společnost s r.o.;NULL;9;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25716379;112;Společnost s r.o.;50;95;46340;[46340] Velkoobchod s nápoji;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25726773;112;Společnost s r.o.;1;50;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
25727214;112;Společnost s r.o.;NULL;0;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
25748238;112;Společnost s r.o.;1;85;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
25748238;112;Společnost s r.o.;1;85;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
25757121;112;Společnost s r.o.;NULL;73;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
25762982;112;Společnost s r.o.;10;86;7120;[7120] Technické zkoušky a analýzy;M;[M] Profesní, vědecké a technické činnosti
25765922;112;Společnost s r.o.;20;82;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
25769723;112;Společnost s r.o.;10;58;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
25782291;112;Společnost s r.o.;NULL;34;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25787071;121;Akciová společnost;1;22;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25798537;205;Družstvo;25;100;52100;[52100] Skladování;H;[H] Doprava a skladování
46673652;101;Fyz. os. podnikající dle živ. zákona;1;22;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
